SOC,SOH,Power,T,SEI_after,SEI_delta
54,1.5556,0.47368,23,1.5556004875922200E-08,48.75922198
54,1.5556,0.57895,23,1.5556004985233200E-08,49.852332
54,1.5556,0.68421,23,1.5556005098838700E-08,50.98838698
54,1.5556,0.78947,23,1.5556005214833400E-08,52.14833398
54,1.5556,0.89474,23,1.5556005333891300E-08,53.338913
54,1.5556,1,23,1.5556005456845500E-08,54.56845501
54,1.6667,-1,23,1.6667000000239000E-08,0.002389989
54,1.6667,-0.89474,23,1.6666999999656800E-08,-0.003432005
54,1.6667,-0.78947,23,1.6667000000430100E-08,0.004301008
54,1.6667,-0.68421,23,1.6667000000035800E-08,0.000358004
54,1.6667,-0.57895,23,1.6667000000324500E-08,0.003244996
54,1.6667,-0.47368,23,1.6666999999797700E-08,-0.002022986
54,1.6667,-0.36842,23,1.6666999999621100E-08,-0.003788984
54,1.6667,-0.26316,23,1.6666999999121700E-08,-0.008783004
54,1.6667,-0.15789,23,1.6667000000870700E-08,0.008707002
54,1.6667,-0.052632,23,1.6666999999891800E-08,-0.001081985
54,1.6667,0.052632,23,1.6667004464374100E-08,44.64374102
54,1.6667,0.15789,23,1.6667004561417600E-08,45.61417601
54,1.6667,0.26316,23,1.6667004662354800E-08,46.62354802
54,1.6667,0.36842,23,1.6667004763813000E-08,47.63813
54,1.6667,0.47368,23,1.6667004869728400E-08,48.69728399
54,1.6667,0.57895,23,1.6667004978531900E-08,49.78531902
54,1.6667,0.68421,23,1.6667005090743400E-08,50.90743399
54,1.6667,0.78947,23,1.6667005204593100E-08,52.04593101
54,1.6667,0.89474,23,1.6667005322250800E-08,53.22250801
54,1.6667,1,23,1.6667005442981000E-08,54.42981001
54,1.7778,-1,23,1.7777999999771500E-08,-0.002285004
54,1.7778,-0.89474,23,1.7778000000234200E-08,0.002342013
54,1.7778,-0.78947,23,1.7778000000612100E-08,0.006121004
54,1.7778,-0.68421,23,1.7777999999881100E-08,-0.001188989
54,1.7778,-0.57895,23,1.7778000000062700E-08,0.000627003
54,1.7778,-0.47368,23,1.7777999999570700E-08,-0.004293001
54,1.7778,-0.36842,23,1.7777999999797000E-08,-0.00203
54,1.7778,-0.26316,23,1.7777999999990900E-08,-9.09899E-05
54,1.7778,-0.15789,23,1.7777999999331400E-08,-0.006686002
54,1.7778,-0.052632,23,1.7777999999932300E-08,-0.000676998
54,1.7778,0.052632,23,1.7778004463229900E-08,44.63229902
54,1.7778,0.15789,23,1.7778004559782000E-08,45.59782
54,1.7778,0.26316,23,1.7778004658811000E-08,46.58811001
54,1.7778,0.36842,23,1.7778004759968100E-08,47.59968103
54,1.7778,0.47368,23,1.7778004864476100E-08,48.644761
54,1.7778,0.57895,23,1.7778004971962900E-08,49.719629
54,1.7778,0.68421,23,1.7778005081824300E-08,50.81824301
54,1.7778,0.78947,23,1.7778005194902200E-08,51.949022
54,1.7778,0.89474,23,1.7778005310834600E-08,53.108346
54,1.7778,1,23,1.7778005430250700E-08,54.30250701
54,1.8889,-1,23,1.8889000000606400E-08,0.006063995
54,1.8889,-0.89474,23,1.8889000000339200E-08,0.003392003
54,1.8889,-0.78947,23,1.8889000000751100E-08,0.007510998
54,1.8889,-0.68421,23,1.8889000000726800E-08,0.007267973
54,1.8889,-0.57895,23,1.8889000000732000E-08,0.007319986
54,1.8889,-0.47368,23,1.8888999999758900E-08,-0.002411
54,1.8889,-0.36842,23,1.8889000000101900E-08,0.001018987
54,1.8889,-0.26316,23,1.8888999999674500E-08,-0.003255022
54,1.8889,-0.15789,23,1.8889000000549000E-08,0.005489998
54,1.8889,-0.052632,23,1.8888999999909400E-08,-0.000906027
54,1.8889,0.052632,23,1.8889004462309700E-08,44.62309697
54,1.8889,0.15789,23,1.8889004557612900E-08,45.57612898
54,1.8889,0.26316,23,1.8889004655225000E-08,46.55224998
54,1.8889,0.36842,23,1.8889004756398300E-08,47.56398299
54,1.8889,0.47368,23,1.8889004860124700E-08,48.601247
54,1.8889,0.57895,23,1.8889004965736600E-08,49.65736599
54,1.8889,0.68421,23,1.8889005074316400E-08,50.74316399
54,1.8889,0.78947,23,1.8889005185427100E-08,51.85427098
54,1.8889,0.89474,23,1.8889005299845700E-08,52.99845698
54,1.8889,1,23,1.8889005417661600E-08,54.17661598
54,2,-1,23,2.0000000000243200E-08,0.00243201
54,2,-0.89474,23,2.0000000000461200E-08,0.004611995
54,2,-0.78947,23,2.0000000000062800E-08,0.000627996
54,2,-0.68421,23,1.9999999999464800E-08,-0.005351991
54,2,-0.57895,23,1.9999999999689700E-08,-0.003103019
54,2,-0.47368,23,1.9999999999598900E-08,-0.004010999
54,2,-0.36842,23,2.0000000000023900E-08,0.000238989
54,2,-0.26316,23,1.9999999999737300E-08,-0.002626993
54,2,-0.15789,23,2.0000000000399700E-08,0.003997003
54,2,-0.052632,23,1.9999999999930800E-08,-0.000692019
54,2,0.052632,23,2.0000004460866300E-08,44.608663
54,2,0.15789,23,2.0000004555374600E-08,45.553746
54,2,0.26316,23,2.0000004651931000E-08,46.51930999
54,2,0.36842,23,2.0000004752566000E-08,47.52566001
54,2,0.47368,23,2.0000004854454000E-08,48.54453999
54,2,0.57895,23,2.0000004959271800E-08,49.59271799
54,2,0.68421,23,2.0000005066947700E-08,50.66947699
54,2,0.78947,23,2.0000005176829200E-08,51.768292
54,2,0.89474,23,2.0000005290071300E-08,52.90071298
54,2,1,23,2.0000005405404000E-08,54.05403999
53,1,-1,23,9.9999999999741400E-09,-0.00025861
53,1,-0.89474,23,1.0000000000218000E-08,0.002180001
53,1,-0.78947,23,9.9999999995373900E-09,-0.004626107
53,1,-0.68421,23,1.0000000000584400E-08,0.005843998
53,1,-0.57895,23,1.0000000000132000E-08,0.001319998
53,1,-0.47368,23,1.0000000000148700E-08,0.001487006
53,1,-0.36842,23,9.9999999998600400E-09,-0.001399606
53,1,-0.26316,23,9.9999999996025200E-09,-0.003974801
53,1,-0.15789,23,9.9999999999559800E-09,-0.000440209
53,1,-0.052632,23,9.9999999998807500E-09,-0.001192497
53,1,0.052632,23,1.0000004469033200E-08,44.690332
53,1,0.15789,23,1.0000004572600200E-08,45.726002
53,1,0.26316,23,1.0000004678955900E-08,46.789559
53,1,0.36842,23,1.0000004789008600E-08,47.89008599
53,1,0.47368,23,1.0000004903146700E-08,49.03146699
53,1,0.57895,23,1.0000005020321100E-08,50.203211
53,1,0.68421,23,1.0000005141066800E-08,51.41066799
53,1,0.78947,23,1.0000005265394600E-08,52.653946
53,1,0.89474,23,1.0000005393684000E-08,53.93684
53,1,1,23,1.0000005526255100E-08,55.262551
53,1.1111,-1,23,1.1111000000119200E-08,0.001192
53,1.1111,-0.89474,23,1.1111000000847500E-08,0.008475011
53,1.1111,-0.78947,23,1.1110999999626300E-08,-0.003736987
53,1.1111,-0.68421,23,1.1111000000250600E-08,0.00250601
53,1.1111,-0.57895,23,1.1111000000314600E-08,0.003145999
53,1.1111,-0.47368,23,1.1111000000281000E-08,0.002809999
53,1.1111,-0.36842,23,1.1110999999650500E-08,-0.003494987
53,1.1111,-0.26316,23,1.1111000000239300E-08,0.002393
53,1.1111,-0.15789,23,1.1110999999972300E-08,-0.00027699
53,1.1111,-0.052632,23,1.1110999999887000E-08,-0.001129995
53,1.1111,0.052632,23,1.1111004468121800E-08,44.68121801
53,1.1111,0.15789,23,1.1111004569880700E-08,45.69880701
53,1.1111,0.26316,23,1.1111004676186400E-08,46.76186401
53,1.1111,0.36842,23,1.1111004785291500E-08,47.85291501
53,1.1111,0.47368,23,1.1111004897587400E-08,48.975874
53,1.1111,0.57895,23,1.1111005012252500E-08,50.122525
53,1.1111,0.68421,23,1.1111005131907800E-08,51.31907801
53,1.1111,0.78947,23,1.1111005255025300E-08,52.550253
53,1.1111,0.89474,23,1.1111005381458600E-08,53.81458601
53,1.1111,1,23,1.1111005510997400E-08,55.10997401
53,1.2222,-1,23,1.2221999999920100E-08,-0.000799007
53,1.2222,-0.89474,23,1.2222000000311300E-08,0.003112995
53,1.2222,-0.78947,23,1.2221999999136300E-08,-0.008637006
53,1.2222,-0.68421,23,1.2221999999762400E-08,-0.00237601
53,1.2222,-0.57895,23,1.2221999999716800E-08,-0.002832002
53,1.2222,-0.47368,23,1.2221999999877700E-08,-0.001223003
53,1.2222,-0.36842,23,1.2221999999970100E-08,-0.000299009
53,1.2222,-0.26316,23,1.2221999999780500E-08,-0.002195006
53,1.2222,-0.15789,23,1.2221999999735700E-08,-0.002643007
53,1.2222,-0.052632,23,1.2222000000032200E-08,0.000322005
53,1.2222,0.052632,23,1.2222004467559100E-08,44.67559099
53,1.2222,0.15789,23,1.2222004568586500E-08,45.68586499
53,1.2222,0.26316,23,1.2222004673245500E-08,46.732455
53,1.2222,0.36842,23,1.2222004780661000E-08,47.80661
53,1.2222,0.47368,23,1.2222004891821900E-08,48.918219
53,1.2222,0.57895,23,1.2222005005879800E-08,50.058798
53,1.2222,0.68421,23,1.2222005123082400E-08,51.23082401
53,1.2222,0.78947,23,1.2222005244739900E-08,52.447399
53,1.2222,0.89474,23,1.2222005368468900E-08,53.68468899
53,1.2222,1,23,1.2222005497236300E-08,54.972363
53,1.3333,-1,23,1.3333000000245600E-08,0.002455999
53,1.3333,-0.89474,23,1.3332999999839000E-08,-0.001609991
53,1.3333,-0.78947,23,1.3332999999813300E-08,-0.001866996
53,1.3333,-0.68421,23,1.3333000000449800E-08,0.00449801
53,1.3333,-0.57895,23,1.3332999999775700E-08,-0.002242999
53,1.3333,-0.47368,23,1.3333000000189900E-08,0.001899008
53,1.3333,-0.36842,23,1.3333000000099300E-08,0.000993014
53,1.3333,-0.26316,23,1.3332999999878800E-08,-0.001212002
53,1.3333,-0.15789,23,1.3333000000478000E-08,0.004780012
53,1.3333,-0.052632,23,1.3332999999892900E-08,-0.001071
53,1.3333,0.052632,23,1.3333004466795900E-08,44.66795901
53,1.3333,0.15789,23,1.3333004566776900E-08,45.66776901
53,1.3333,0.26316,23,1.3333004670513200E-08,46.70513201
53,1.3333,0.36842,23,1.3333004776725100E-08,47.76725101
53,1.3333,0.47368,23,1.3333004886226900E-08,48.862269
53,1.3333,0.57895,23,1.3333004999156200E-08,49.99156201
53,1.3333,0.68421,23,1.3333005114768700E-08,51.14768701
53,1.3333,0.78947,23,1.3333005234083200E-08,52.34083201
53,1.3333,0.89474,23,1.3333005356465800E-08,53.564658
53,1.3333,1,23,1.3333005483334500E-08,54.83334501
53,1.4444,-1,23,1.4443999999619900E-08,-0.003800994
53,1.4444,-0.89474,23,1.4443999999885300E-08,-0.001147002
53,1.4444,-0.78947,23,1.4443999999836600E-08,-0.001633996
53,1.4444,-0.68421,23,1.4444000000425500E-08,0.004255001
53,1.4444,-0.57895,23,1.4444000000272700E-08,0.002726999
53,1.4444,-0.47368,23,1.4444000000846700E-08,0.008467004
53,1.4444,-0.36842,23,1.4444000000007000E-08,6.9996E-05
53,1.4444,-0.26316,23,1.4443999999663700E-08,-0.003363002
53,1.4444,-0.15789,23,1.4444000000378000E-08,0.00378
53,1.4444,-0.052632,23,1.4444000000148400E-08,0.001483995
53,1.4444,0.052632,23,1.4444004465938900E-08,44.65938899
53,1.4444,0.15789,23,1.4444004565482100E-08,45.654821
53,1.4444,0.26316,23,1.4444004667545000E-08,46.67544999
53,1.4444,0.36842,23,1.4444004772489000E-08,47.72489
53,1.4444,0.47368,23,1.4444004880559900E-08,48.80559901
53,1.4444,0.57895,23,1.4444004992261400E-08,49.92261399
53,1.4444,0.68421,23,1.4444005107010100E-08,51.07010099
53,1.4444,0.78947,23,1.4444005224222600E-08,52.242226
53,1.4444,0.89474,23,1.4444005345699600E-08,53.456996
53,1.4444,1,23,1.4444005469587300E-08,54.695873
53,1.5556,-1,23,1.5556000000199500E-08,0.001994994
53,1.5556,-0.89474,23,1.5555999999909000E-08,-0.000909998
53,1.5556,-0.78947,23,1.5556000000005300E-08,5.30057E-05
53,1.5556,-0.68421,23,1.5556000000051200E-08,0.000511992
53,1.5556,-0.57895,23,1.5555999999926400E-08,-0.000735992
53,1.5556,-0.47368,23,1.5555999999530900E-08,-0.004691007
53,1.5556,-0.36842,23,1.5555999999916900E-08,-0.000831019
53,1.5556,-0.26316,23,1.5555999999870800E-08,-0.00129199
53,1.5556,-0.15789,23,1.5555999999652300E-08,-0.003477004
53,1.5556,-0.052632,23,1.5555999999980200E-08,-0.000197994
53,1.5556,0.052632,23,1.5556004465019900E-08,44.65019898
53,1.5556,0.15789,23,1.5556004563583800E-08,45.63583799
53,1.5556,0.26316,23,1.5556004664488100E-08,46.64488101
53,1.5556,0.36842,23,1.5556004768468700E-08,47.684687
53,1.5556,0.47368,23,1.5556004875454300E-08,48.75454299
53,1.5556,0.57895,23,1.5556004985548100E-08,49.85548101
53,1.5556,0.68421,23,1.5556005098211100E-08,50.98211099
53,1.5556,0.78947,23,1.5556005214756500E-08,52.147565
53,1.5556,0.89474,23,1.5556005333942400E-08,53.339424
53,1.5556,1,23,1.5556005456974000E-08,54.56973999
53,1.6667,-1,23,1.6666999999829900E-08,-0.001700981
53,1.6667,-0.89474,23,1.6666999999724500E-08,-0.002755008
53,1.6667,-0.78947,23,1.6667000000070300E-08,0.000703004
53,1.6667,-0.68421,23,1.6666999999201600E-08,-0.00798398
53,1.6667,-0.57895,23,1.6667000000313400E-08,0.003133989
53,1.6667,-0.47368,23,1.6666999999646500E-08,-0.003535006
53,1.6667,-0.36842,23,1.6667000000815600E-08,0.008156001
53,1.6667,-0.26316,23,1.6667000000570200E-08,0.005701988
53,1.6667,-0.15789,23,1.6667000000725400E-08,0.00725401
53,1.6667,-0.052632,23,1.6666999999997100E-08,-2.89844E-05
53,1.6667,0.052632,23,1.6667004464031500E-08,44.640315
53,1.6667,0.15789,23,1.6667004561171400E-08,45.61171399
53,1.6667,0.26316,23,1.6667004660798300E-08,46.60798299
53,1.6667,0.36842,23,1.6667004764369700E-08,47.643697
53,1.6667,0.47368,23,1.6667004870800200E-08,48.708002
53,1.6667,0.57895,23,1.6667004978721000E-08,49.78721002
53,1.6667,0.68421,23,1.6667005090610200E-08,50.906102
53,1.6667,0.78947,23,1.6667005205760400E-08,52.05760401
53,1.6667,0.89474,23,1.6667005322954400E-08,53.22954401
53,1.6667,1,23,1.6667005444680300E-08,54.44680301
53,1.7778,-1,23,1.7778000000063100E-08,0.000631006
53,1.7778,-0.89474,23,1.7777999999582300E-08,-0.004176997
53,1.7778,-0.78947,23,1.7777999999614800E-08,-0.003851982
53,1.7778,-0.68421,23,1.7778000000179100E-08,0.001791011
53,1.7778,-0.57895,23,1.7777999999765400E-08,-0.002345983
53,1.7778,-0.47368,23,1.7778000001015700E-08,0.010157017
53,1.7778,-0.36842,23,1.7778000000647200E-08,0.006472027
53,1.7778,-0.26316,23,1.7777999999771300E-08,-0.002286989
53,1.7778,-0.15789,23,1.7778000000180300E-08,0.001803022
53,1.7778,-0.052632,23,1.7778000000037100E-08,0.000371007
53,1.7778,0.052632,23,1.7778004462974900E-08,44.62974903
53,1.7778,0.15789,23,1.7778004559867100E-08,45.59867101
53,1.7778,0.26316,23,1.7778004658319700E-08,46.58319702
53,1.7778,0.36842,23,1.7778004760839700E-08,47.608397
53,1.7778,0.47368,23,1.7778004865113600E-08,48.65113601
53,1.7778,0.57895,23,1.7778004972682100E-08,49.726821
53,1.7778,0.68421,23,1.7778005083469700E-08,50.83469702
53,1.7778,0.78947,23,1.7778005196289500E-08,51.96289501
53,1.7778,0.89474,23,1.7778005312180400E-08,53.121804
53,1.7778,1,23,1.7778005431347500E-08,54.313475
53,1.8889,-1,23,1.8888999999792800E-08,-0.002072021
53,1.8889,-0.89474,23,1.8888999999890100E-08,-0.001099025
53,1.8889,-0.78947,23,1.8888999999939000E-08,-0.000609996
53,1.8889,-0.68421,23,1.8888999999429400E-08,-0.005706024
53,1.8889,-0.57895,23,1.8888999999892300E-08,-0.001077022
53,1.8889,-0.47368,23,1.8889000000307100E-08,0.003070991
53,1.8889,-0.36842,23,1.8889000000723300E-08,0.007233
53,1.8889,-0.26316,23,1.8888999999439700E-08,-0.005603024
53,1.8889,-0.15789,23,1.8889000000526800E-08,0.005267982
53,1.8889,-0.052632,23,1.8888999999900900E-08,-0.000991029
53,1.8889,0.052632,23,1.8889004461818800E-08,44.61818799
53,1.8889,0.15789,23,1.8889004557305200E-08,45.573052
53,1.8889,0.26316,23,1.8889004655273900E-08,46.55273897
53,1.8889,0.36842,23,1.8889004756348500E-08,47.56348499
53,1.8889,0.47368,23,1.8889004859818000E-08,48.59817998
53,1.8889,0.57895,23,1.8889004966180100E-08,49.661801
53,1.8889,0.68421,23,1.8889005074660400E-08,50.74660397
53,1.8889,0.78947,23,1.8889005186124500E-08,51.861245
53,1.8889,0.89474,23,1.8889005301770100E-08,53.017701
53,1.8889,1,23,1.8889005418567900E-08,54.185679
53,2,-1,23,2.0000000000261800E-08,0.002617994
53,2,-0.89474,23,2.0000000000128900E-08,0.001289012
53,2,-0.78947,23,1.9999999999513600E-08,-0.004864021
53,2,-0.68421,23,1.9999999999926800E-08,-0.000731989
53,2,-0.57895,23,1.9999999999677300E-08,-0.003226997
53,2,-0.47368,23,2.0000000000446900E-08,0.004468992
53,2,-0.36842,23,2.0000000000785300E-08,0.007852988
53,2,-0.26316,23,1.9999999999506700E-08,-0.004933007
53,2,-0.15789,23,2.0000000000101700E-08,0.001017002
53,2,-0.052632,23,2.0000000000005500E-08,5.4991E-05
53,2,0.052632,23,2.0000004460503100E-08,44.60503098
53,2,0.15789,23,2.0000004554383200E-08,45.54383201
53,2,0.26316,23,2.0000004652836200E-08,46.52836199
53,2,0.36842,23,2.0000004752663200E-08,47.52663198
53,2,0.47368,23,2.0000004855124600E-08,48.55124598
53,2,0.57895,23,2.0000004960648100E-08,49.60648098
53,2,0.68421,23,2.0000005068162400E-08,50.68162401
53,2,0.78947,23,2.0000005178503200E-08,51.78503199
53,2,0.89474,23,2.0000005291977200E-08,52.91977198
53,2,1,23,2.0000005408366700E-08,54.08366699
52,1,-1,23,1.0000000000315800E-08,0.003157994
52,1,-0.89474,23,1.0000000000043700E-08,0.000437
52,1,-0.78947,23,9.9999999999436800E-09,-0.000563194
52,1,-0.68421,23,1.0000000000163200E-08,0.001631994
52,1,-0.57895,23,9.9999999998707200E-09,-0.001292801
52,1,-0.47368,23,1.0000000000201500E-08,0.002014995
52,1,-0.36842,23,1.0000000000165700E-08,0.001656992
52,1,-0.26316,23,1.0000000000259400E-08,0.002594005
52,1,-0.15789,23,1.0000000000257200E-08,0.002572002
52,1,-0.052632,23,1.0000000000094700E-08,0.000947006
52,1,0.052632,23,1.0000004468865600E-08,44.688656
52,1,0.15789,23,1.0000004572172700E-08,45.72172699
52,1,0.26316,23,1.0000004678243800E-08,46.782438
52,1,0.36842,23,1.0000004787860400E-08,47.878604
52,1,0.47368,23,1.0000004901093600E-08,49.01093601
52,1,0.57895,23,1.0000005018072300E-08,50.180723
52,1,0.68421,23,1.0000005138401100E-08,51.38401101
52,1,0.78947,23,1.0000005263004200E-08,52.630042
52,1,0.89474,23,1.0000005390419700E-08,53.904197
52,1,1,23,1.0000005522301700E-08,55.22301699
52,1.1111,-1,23,1.1110999999613200E-08,-0.003867996
52,1.1111,-0.89474,23,1.1111000000454300E-08,0.004543008
52,1.1111,-0.78947,23,1.1111000000668700E-08,0.006687011
52,1.1111,-0.68421,23,1.1111000000235300E-08,0.002353015
52,1.1111,-0.57895,23,1.1111000000059000E-08,0.000590011
52,1.1111,-0.47368,23,1.1111000000340100E-08,0.003401003
52,1.1111,-0.36842,23,1.1110999999554600E-08,-0.004453987
52,1.1111,-0.26316,23,1.1110999999660200E-08,-0.003397992
52,1.1111,-0.15789,23,1.1110999999912400E-08,-0.000876001
52,1.1111,-0.052632,23,1.1110999999968700E-08,-0.000312989
52,1.1111,0.052632,23,1.1111004468190600E-08,44.68190601
52,1.1111,0.15789,23,1.1111004570359700E-08,45.70359701
52,1.1111,0.26316,23,1.1111004675183400E-08,46.751834
52,1.1111,0.36842,23,1.1111004783725900E-08,47.83725901
52,1.1111,0.47368,23,1.1111004896023700E-08,48.96023701
52,1.1111,0.57895,23,1.1111005011138200E-08,50.111382
52,1.1111,0.68421,23,1.1111005130229200E-08,51.30229201
52,1.1111,0.78947,23,1.1111005252707800E-08,52.52707801
52,1.1111,0.89474,23,1.1111005378855500E-08,53.788555
52,1.1111,1,23,1.1111005508394300E-08,55.083943
52,1.2222,-1,23,1.2222000000334300E-08,0.003343001
52,1.2222,-0.89474,23,1.2221999999745700E-08,-0.002543001
52,1.2222,-0.78947,23,1.2222000000111400E-08,0.001113997
52,1.2222,-0.68421,23,1.2222000000259400E-08,0.002594005
52,1.2222,-0.57895,23,1.2221999999594200E-08,-0.004057999
52,1.2222,-0.47368,23,1.2222000000184800E-08,0.001848004
52,1.2222,-0.36842,23,1.2221999999850800E-08,-0.001492002
52,1.2222,-0.26316,23,1.2222000000207600E-08,0.002075992
52,1.2222,-0.15789,23,1.2222000000010400E-08,0.000103993
52,1.2222,-0.052632,23,1.2222000000034100E-08,0.000340997
52,1.2222,0.052632,23,1.2222004467293700E-08,44.672937
52,1.2222,0.15789,23,1.2222004568323700E-08,45.68323701
52,1.2222,0.26316,23,1.2222004673372100E-08,46.733721
52,1.2222,0.36842,23,1.2222004780677000E-08,47.80677
52,1.2222,0.47368,23,1.2222004890589400E-08,48.90589399
52,1.2222,0.57895,23,1.2222005004383100E-08,50.04383099
52,1.2222,0.68421,23,1.2222005122144900E-08,51.221449
52,1.2222,0.78947,23,1.2222005242915600E-08,52.42915599
52,1.2222,0.89474,23,1.2222005367497700E-08,53.674977
52,1.2222,1,23,1.2222005494659300E-08,54.946593
52,1.3333,-1,23,1.3332999999776000E-08,-0.002239989
52,1.3333,-0.89474,23,1.3332999999869500E-08,-0.001304993
52,1.3333,-0.78947,23,1.3332999999980800E-08,-0.000191989
52,1.3333,-0.68421,23,1.3332999999837700E-08,-0.001622995
52,1.3333,-0.57895,23,1.3332999999579400E-08,-0.004205998
52,1.3333,-0.47368,23,1.3333000000548200E-08,0.005482007
52,1.3333,-0.36842,23,1.3332999999899700E-08,-0.00100299
52,1.3333,-0.26316,23,1.3333000000520000E-08,0.005200005
52,1.3333,-0.15789,23,1.3332999999788500E-08,-0.002115002
52,1.3333,-0.052632,23,1.3333000000048700E-08,0.000487011
52,1.3333,0.052632,23,1.3333004466626200E-08,44.666262
52,1.3333,0.15789,23,1.3333004566699200E-08,45.66699201
52,1.3333,0.26316,23,1.3333004670079300E-08,46.700793
52,1.3333,0.36842,23,1.3333004776086300E-08,47.76086301
52,1.3333,0.47368,23,1.3333004885528100E-08,48.85528101
52,1.3333,0.57895,23,1.3333004998235700E-08,49.98235701
52,1.3333,0.68421,23,1.3333005114137400E-08,51.141374
52,1.3333,0.78947,23,1.3333005233546100E-08,52.33546101
52,1.3333,0.89474,23,1.3333005355738200E-08,53.55738201
52,1.3333,1,23,1.3333005482036700E-08,54.82036701
52,1.4444,-1,23,1.4443999999613400E-08,-0.003865994
52,1.4444,-0.89474,23,1.4443999999818900E-08,-0.001810996
52,1.4444,-0.78947,23,1.4444000000188000E-08,0.00188
52,1.4444,-0.68421,23,1.4443999999862400E-08,-0.001375998
52,1.4444,-0.57895,23,1.4443999999542900E-08,-0.004571
52,1.4444,-0.47368,23,1.4443999999820800E-08,-0.001792004
52,1.4444,-0.36842,23,1.4443999999980500E-08,-0.000195
52,1.4444,-0.26316,23,1.4444000000267500E-08,0.002675003
52,1.4444,-0.15789,23,1.4444000000248100E-08,0.002480996
52,1.4444,-0.052632,23,1.4443999999897400E-08,-0.001026002
52,1.4444,0.052632,23,1.4444004465691300E-08,44.65691299
52,1.4444,0.15789,23,1.4444004565109900E-08,45.651099
52,1.4444,0.26316,23,1.4444004667349700E-08,46.673497
52,1.4444,0.36842,23,1.4444004773130700E-08,47.731307
52,1.4444,0.47368,23,1.4444004880284500E-08,48.80284499
52,1.4444,0.57895,23,1.4444004992303100E-08,49.92303099
52,1.4444,0.68421,23,1.4444005106276400E-08,51.062764
52,1.4444,0.78947,23,1.4444005224346200E-08,52.243462
52,1.4444,0.89474,23,1.4444005345705700E-08,53.45705699
52,1.4444,1,23,1.4444005469247800E-08,54.69247801
52,1.5556,-1,23,1.5555999999963300E-08,-0.000367003
52,1.5556,-0.89474,23,1.5556000000103400E-08,0.001034009
52,1.5556,-0.78947,23,1.5556000000064900E-08,0.000649006
52,1.5556,-0.68421,23,1.5556000000154300E-08,0.00154299
52,1.5556,-0.57895,23,1.5556000000001100E-08,1.0985E-05
52,1.5556,-0.47368,23,1.5555999999886300E-08,-0.001137009
52,1.5556,-0.36842,23,1.5556000000278200E-08,0.002782007
52,1.5556,-0.26316,23,1.5555999999802800E-08,-0.001971999
52,1.5556,-0.15789,23,1.5556000000048600E-08,0.000485985
52,1.5556,-0.052632,23,1.5556000000083300E-08,0.000833004
52,1.5556,0.052632,23,1.5556004464782600E-08,44.647826
52,1.5556,0.15789,23,1.5556004563402400E-08,45.63402401
52,1.5556,0.26316,23,1.5556004664797100E-08,46.64797099
52,1.5556,0.36842,23,1.5556004768563700E-08,47.685637
52,1.5556,0.47368,23,1.5556004875833200E-08,48.758332
52,1.5556,0.57895,23,1.5556004985600000E-08,49.85599998
52,1.5556,0.68421,23,1.5556005098698500E-08,50.98698501
52,1.5556,0.78947,23,1.5556005214863300E-08,52.14863299
52,1.5556,0.89474,23,1.5556005334036000E-08,53.34036001
52,1.5556,1,23,1.5556005457380600E-08,54.57380601
52,1.6667,-1,23,1.6667000000057600E-08,0.000576015
52,1.6667,-0.89474,23,1.6666999999498700E-08,-0.005013012
52,1.6667,-0.78947,23,1.6667000000001100E-08,1.1018E-05
52,1.6667,-0.68421,23,1.6666999999891300E-08,-0.001086981
52,1.6667,-0.57895,23,1.6667000000509400E-08,0.00509401
52,1.6667,-0.47368,23,1.6667000000576800E-08,0.005767997
52,1.6667,-0.36842,23,1.6666999999958300E-08,-0.000416998
52,1.6667,-0.26316,23,1.6667000000438000E-08,0.004379988
52,1.6667,-0.15789,23,1.6667000000111300E-08,0.001112988
52,1.6667,-0.052632,23,1.6666999999924600E-08,-0.000753992
52,1.6667,0.052632,23,1.6667004463738500E-08,44.63738499
52,1.6667,0.15789,23,1.6667004561533400E-08,45.615334
52,1.6667,0.26316,23,1.6667004662161000E-08,46.62161
52,1.6667,0.36842,23,1.6667004764613500E-08,47.64613499
52,1.6667,0.47368,23,1.6667004870968300E-08,48.709683
52,1.6667,0.57895,23,1.6667004979879100E-08,49.79879101
52,1.6667,0.68421,23,1.6667005092102900E-08,50.921029
52,1.6667,0.78947,23,1.6667005206876100E-08,52.06876099
52,1.6667,0.89474,23,1.6667005324713700E-08,53.24713702
52,1.6667,1,23,1.6667005445606500E-08,54.45606499
52,1.7778,-1,23,1.7778000000156800E-08,0.001568004
52,1.7778,-0.89474,23,1.7778000000126000E-08,0.001260028
52,1.7778,-0.78947,23,1.7778000000899900E-08,0.008998997
52,1.7778,-0.68421,23,1.7778000000245200E-08,0.002452028
52,1.7778,-0.57895,23,1.7777999999604400E-08,-0.003955975
52,1.7778,-0.47368,23,1.7778000000394600E-08,0.003946015
52,1.7778,-0.36842,23,1.7777999999855500E-08,-0.001444985
52,1.7778,-0.26316,23,1.7778000000768100E-08,0.007681001
52,1.7778,-0.15789,23,1.7777999999857600E-08,-0.001423975
52,1.7778,-0.052632,23,1.7777999999896000E-08,-0.001039998
52,1.7778,0.052632,23,1.7778004462724200E-08,44.62724201
52,1.7778,0.15789,23,1.7778004559940500E-08,45.59940501
52,1.7778,0.26316,23,1.7778004658435500E-08,46.58435501
52,1.7778,0.36842,23,1.7778004761288600E-08,47.61288601
